OAI,015_1,02X_1,1XX_1,245_1,250_1,26X_1,publication_year_1,300_1,pages_1,format_1,4X0_1,787_1,bl_language_1,015_2,02X_2,1XX_2,245_2,250_2,26X_2,publication_year_2,300_2,pages_2,format_2,4X0_2,787_2,bl_language_2,typ_duplicity
svkos.MVK01-000682623 svkos.MVK01-000684534,,,"$aSeichterová, Hana, $d1984- $7mzk2009495825","$aKomunální pečeti lenních vsí Nová Horka, Albrechtičky a Mošnov /",,,2015,,,ARTICLES,,,cze,,,"$aSeichterová, Hana, $d1984- $7mzk2009495825","$aKomunální pečeti lenních vsí Nová Horka, Albrechtičky a Mošnov /",,,2015,,,ARTICLES,,,cze,real
czhistbib.76a81a53-fc0b-47bb-b4a3-ed4829e5ab5b czhistbib.7bc4d38b-0945-4e53-ba53-b1b1d344c17a,,,"$aŠmahel, František, $d1934- $7jk01130494",$aKutnohorský dekret po 600 letech : $bbilance dosavadního bádání /,,$c2009,2009,,,ARTICLES,,,cze,,,"$aŠmahel, František, $d1934- $7jk01130494 $eAutor",$aKutnohorský dekret po 600 letech. Bilance dosavadního bádání /,,$c2009,2009,,,ARTICLES,,,cze,probable
czhistbib.3727b336-d192-487a-8941-d34f6b01f708 czhistbib.b9f389db-76fc-48e7-afeb-9101b358054b,,,"$aŠedivý, Ivan, $d1959- $7js20030602003 $eAutor","$aPrvní světová válka, moderní demokracie a T. G. Masaryk /",,$c1994,1994,,,ARTICLES,,,cze,,,"$aŠedivý, Ivan, $d1959- $7js20030602003 $eAutor","$aPrvní světová válka, moderní demokracie a T. G. Masaryk /",,$c1994,1994,,,ARTICLES,,,cze,real
czhistbib.75ba53e0-a91b-46ad-90b3-0c80b63ca5ae czhistbib.ef236836-8fb8-447d-ab93-a7f9b52bc8bc,,,"$aLacina, Vlastislav, $d1931-2020 $7jk01071360 $eAutor",$aTempo růstu a etapy rozvoje hospodářství v meziválečném Československu /,,$c1995,1995,,,ARTICLES,,,cze,,,"$aLacina, Vlastislav, $d1931-2020 $7jk01071360 $eAutor",$aTempo růstu a etapy rozvoje hospodářství v meziválečném Československu /,,$c1995,1995,,,ARTICLES,,,cze,real
svkos.MVK01-000723678 svkos.MVK01-000674009,,,"$aSýkora, Karel",$aT. G. M. v severní části Poodří /,,,2012,,,ARTICLES,,,cze,,,"$aSýkora, Karel",$aT. G. M. v severní části Poodří /,,,2012,$ailustrace,,ARTICLES,,,cze,real
svkos.MVK01-000675510 svkos.MVK01-000675512,,,"$aPavelková, Ilona, $d1973- $7mzk2005271833","$aZa Antonim Szpyrcem, malířem obrázků na skle /",,,2015,,,ARTICLES,,,cze,,,"$aPavelková, Ilona, $d1973- $7mzk2005271833","$aZa Antonim Szpyrcem, malířem obrázků na skle /",,,2015,,,ARTICLES,,,cze,real
svkos.MVK01-000540386 svkos.MVK01-000683128,,,"$aŠopák, Pavel, $d1970- $7jn20001227246",$aŽivotní osudy a dílo Helmuta Krommera /,,,2012,,,ARTICLES,,,cze,,,"$aŠopák, Pavel, $d1970- $7jn20001227246",$aŽivotní osudy a dílo Helmuta Krommera /,,,2012,,,ARTICLES,,,cze,real
pkjak.2e2c615b-d0c6-494c-88c0-13058ef68892 pkjak.cdded1b0-8ff6-47b1-9276-dff8c98c642b,$acnb000438495,$a(Brož.),"$aBytlová, Alena $7ola2008455821",$aBiologie - chemie : $btextová část : úvod do odborné terminologie pro zahraniční studenty : program pro 1. měsíc přípravy : určeno pro posl. fak. jazykové a odb. přípravy /,$a1. vyd.,"$aPraha : $bStátní pedagogické nakladatelství, $c1972",1972,$a73 s. ;,73,BOOKS,,,cze,$acnb000438494,$a(Brož.),"$aBytlová, Alena $7ola2008455821",$aBiologie - chemie : $bobrazová část : úvod do odborné terminologie pro zahraniční studenty : program pro 1. měsíc přípravy : určeno pro posl. fak. jazykové a odb. přípravy /,$a1. vyd.,"$aPraha : $bStátní pedagogické nakladatelství, $c1972",1972,$a67 s. ;,67,BOOKS,,,cze,set
pkjak.728036c2-5366-408c-9dbf-c7e1f320739b pkjak.cae143ef-763e-4738-b384-2c5931078c47,$acnb002125151 $zcnb002223394,$a978-80-7358-200-5 (brož.),,$aČeský jazyk a komunikace pro střední školy : $bpracovní sešit. $n3.-4. díl /,$aVyd. 1.,"$aBrno : $bDidaktis, $cc2012",2012,$a103 s. :,103,BOOKS,,,cze,$acnb002125151 $zcnb002223394,$a978-80-7358-199-2 (brož.),,$aČeský jazyk a komunikace pro střední školy : $bučebnice. $n3.-4. díl /,$aVyd. 1.,"$aBrno : $bDidaktis, $cc2012",2012,$a128 s. :,128,BOOKS,,,cze,set
pkjak.2893d0e6-4197-49f8-b022-100677596cd5 pkjak.c649315c-e8cd-461c-84e8-066f8000a2d6,,$a978-1-4080-9563-8 $q(brožováno),"$aHealan, Angela",$aClose-up : $bB1+ : second edition. $pStudent's book /,,"$aAndover : $bNational Geographic Learning, $c[2015] $$$c©2015",2015,$a189 stran :,189,BOOKS,,,eng,,$a978-1-4080-9572-0 $q(brožováno),"$aHealan, Angela",$aClose-up : $bB2 : second edition. $pStudent's book /,,"$aAndover : $bNational Geographic Learning, $c[2015] $$$c©2015",2015,$a190 stran :,190,BOOKS,,,eng,distinct
pkjak.76125eae-84bc-4e89-929c-3594ad424b76 pkjak.d53811c7-7a86-4b05-951c-296fa0eca58c,,$a978-80-7358-188-6 (brož.),,$aLiteratura pro 3. ročník středních škol : $bpracovní sešit : zkrácená verze /,$aVyd. 1.,"$aBrno : $bDidaktis, $cc2012",2012,$a103 s. :,103,BOOKS,,,cze,$acnb002342401,$a978-80-7358-187-9 (brož.),,$aLiteratura pro 3. ročník středních škol : $bučebnice : zkrácená verze /,$aVyd. 1.,"$aBrno : $bDidaktis, $cc2012",2012,$a87 s. :,87,BOOKS,,,cze,set
pkjak.1bde7ab9-3561-4327-a608-3fd8a5626912 pkjak.3e8e8601-4a74-4b6c-8e40-e7571312942c,,$a978-80-88247-08-1 $q(brožováno),"$aHejný, Milan, $d1936- $7jk01040589",$aMatematika : $bklíč k pracovnímu sešitu pro 2. stupeň ZŠ a víceletá gymnázia : Hejného metoda C /,$a1. vydání,"$aPraha : $bH-mat, o.p.s., $c[2018] $$$c©2018",2018,$a64 stran :,64,BOOKS,,,cze,,$a978-80-88247-06-7 $q(brožováno),"$aHejný, Milan, $d1936- $7jk01040589",$aMatematika : $bučebnice pro 2. stupeň ZŠ a víceletá gymnázia : Hejného metoda F /,$a1. vydání,"$aPraha : $bH-mat, o.p.s., $c[2018] $$$c©2018",2018,$a79 stran :,79,BOOKS,,,cze,distinct
mkp.4431180 mkp.4431182,,$a978-80-88247-08-1 $q(brožováno),"$aHejný, Milan, $d1936- $7jk01040589",$aMatematika : $bklíč k pracovnímu sešitu pro 2. stupeň ZŠ a víceletá gymnázia /,$a1. vydání,"$aPraha :  $bH-mat, o.p.s., $c[2018] $$$c©2018",2018,$a64 stran : ,64,BOOKS,,,cze,,$a978-80-88247-07-4 $q(brožováno),"$aHejný, Milan, $d1936- $7jk01040589",$aMatematika : $bpracovní sešit pro 2. stupeň ZŠ a víceletá gymnázia /,$a1. vydání,"$aPraha :  $bH-mat, o.p.s., $c[2018] $$$c©2018",2018,$a64 stran : ,64,BOOKS,,,cze,set
pkjak.26ae0903-d94c-4fe9-b413-e96bbcc1235e pkjak.bd4f15fe-fbbf-4fc2-b494-f887b20ed0a3,,$a978-80-7489-062-8 $q(brožováno),"$aPěchoučková, Šárka, $d1961- $7ola2003206304",$aMatematika 5 se Čtyřlístkem /,$a1. vydání,"$aPlzeň : $bNakladatelství Fraus, $c2015",2015,$a119 stran :,119,BOOKS,,,cze,,$a978-80-7489-064-2 $q(brožováno),"$aPěchoučková, Šárka, $d1961- $7ola2003206304",$aMatematika 5 se Čtyřlístkem : $bpracovní sešit 2 pro 5. ročník základní školy /,$a1. vydání,"$aPlzeň : $bNakladatelství Fraus, $c2015",2015,$a56 stran :,56,BOOKS,,,cze,set
pkjak.5af1c384-7f46-4997-8188-bed3f331c5c8 pkjak.e2e192e2-446d-4bce-af5b-d0e6fa22ae11,,$a978-0-19-476360-8 (brož.),"$aHutchinson, Tom, $d1948- $7jn19990003770",$aProject 3 : $btřetí vydání : pracovní sešit + CD-ROM /,$a1st pub.,"$aOxford : $bOxford University Press, $c2008",2008,$a80 s. :,80,BOOKS,$aProject pro žáky ve věku 10 až 15 let,,eng,,$a978-0-19-476416-2 (brož.),"$aHutchinson, Tom, $d1948- $7jn19990003770",$aProject 3 : $btřetí vydání : učebnice angličtiny /,$a1st pub.,"$aOxford : $bOxford University Press, $c2008",2008,$a79 s. :,79,BOOKS,$aProject pro žáky ve věku 10 až 15 let,,eng,set
pkjak.02eea894-9f57-4271-aa7a-26f0adf4c957 pkjak.80e16f4b-fecd-4023-8d97-8deb5bf95e91,,$a978-0-19-476418-6 (brož.),"$aHutchinson, Tom, $d1948- $7jn19990003770",$aProject 5 : $btřetí vydání : učebnice angličtiny /,$a1st pub.,"$aOxford : $bOxford University Press, $c2009",2009,$a79 s. :,79,BOOKS,$aProject pro žáky ve věku 10 až 15 let,,eng,,$a978-0-19-476362-2 (brož.),"$aHutchinson, Tom, $d1948- $7jn19990003770",$aProject 5 : $btřetí vydání : pracovní sešit + CD-ROM /,$a1st pub.,"$aOxford : $bOxford University Press, $c2009",2009,$a80 s. :,80,BOOKS,$aProject pro žáky ve věku 10 až 15 let,,eng,set
pkjak.a7e8a65f-6501-47b4-8a1f-3ef80651a0c7 pkjak.a9143d29-bb3f-4314-94b7-ce4b479faa03,,,,$aŠkolské knižnice : $bMetodický spravodajca č. 31 /,,"$aBratislava : $bSlovenská pedagogická knižnica, $c1972",1972,$a40 s.,40,BOOKS,,,slo,,,,$aŠkolské knižnice : $bMetodický spravodajca č. 32 /,,"$aBratislava : $bSlovenská pedagogická knižnica, $c1972",1972,$a40 s.,40,BOOKS,,,slo,distinct
pkjak.029db8e0-0309-4713-8ce6-cbca9dbde088 pkjak.7d15df48-d6b1-4f45-b2b9-4f90472b15fa,$acnb000073079,$a80-04-26309-7 (brož.),"$aRixon, Shelagh $7ola2002110091",$aTip Top : $bWorkbook. $nČást 2 /,$a1. vyd.,"$aPraha: $bSPN - pedagogické nakladatelství, $c1992",1992,$a123 s.,123,BOOKS,$aJazykové učebnice a příručky pro veřejnost,,eng,$acnb000068583,$a80-04-26271-6 (brož.),"$aRixon, Shelagh $7ola2002110091",$aTip Top : $bTeacher's Book. $nČást 2 /,$a1. vyd.,"$aPraha: $bSPN - pedagogické nakladatelství, $c1992",1992,$a173 s.,173,BOOKS,$aJazykové učebnice a příručky pro veřejnost,,eng,set
pkjak.3cbb0cc2-fa18-4f39-9c97-fa2d8ffc6425 pkjak.a08d25ef-dbee-4c61-916f-437f133eea54,,$a(brož.),"$aHoužvička, Oldřich",$aUčebnice českého jazyka pro žáky 2. ročníku : $bPříloha pro učitele /,$a1.vyd.,"$aÚvaly: $bJinan, $c1995",1995,$a21 s.,21,BOOKS,,,cze,,$q(Brož.),"$aHoužvička, Oldřich",$aUčebnice českého jazyka pro žáky 2. ročníku /,$a1. vyd.,"$aÚvaly : $bJinan, $c1995",1995,$a109 s.,109,BOOKS,,,cze,set
pkjak.5f49ab48-ebe1-4afc-967b-4f970e6ebaac pkjak.a0ea0646-50c1-4a27-a829-66ac421e684a,,$a80-7289-061-1,"$aStříbrná, Iva $7ola2011627073",$aVlastivěda 4 : $bučebnice pro 4. ročník základní školy. $pHlavní události nejstarších českých dějin /,,"$aBrno: $bNová škola, $c2004",2004,$a47 s. :,47,BOOKS,,,cze,,$a80-7289-066-2,"$aStříbrná, Iva $7ola2011627073",$aVlastivěda 4 : $bpracovní sešit pro 4. ročník. $pHlavní události nejstarších českých dějin /,,"$aBrno: $bNová škola, $c2004",2004,$a27 s.,27,BOOKS,,,cze,set
pkjak.30d2a38d-504e-4e67-bd7a-d28d7c9e4ab9 pkjak.cea668a5-fb05-4002-8e47-d261661eae60,$acnb001583538,$a(Brož.),"$aDeutsches Mädchen-Lyceum (Praha, Česko) $7kn20051107034",$aXXXV. Jahresbericht des öffentlichen Deutschen Mädchenlyzeums in Prag : $bherausgegeben von der Direktion am Schlusse des Schuljahres 1910-1911,,"$aPrag : $bDeutsches Mädchen-Lyceum (Praha, Česko), $c1911",1911,$a54 s. ;,54,BOOKS,,,cze,$acnb001583538,$a(Brož.),"$aDeutsches Mädchen-Lyceum (Praha, Česko) $7kn20051107034",$aXXXIII. Jahresbericht des öffentlichen Deutschen Mädchenlyzeums in Prag : $bherausgegeben von der Direktion am Schlusse des Schuljahres 1908-1909,,"$aPrag : $bDeutsches Mädchen-Lyceum (Praha, Česko), $c1909",1909,$a54 s. ;,54,BOOKS,,,cze,hybrid
nkp.NKC01-001076071 nkp.NKC01-001449891,,,"$aHačunda, Peter",$aTechnické zariadenia na ochranu ovzdušia /,$a1. vyd.,"$aBratislava : $bAlfa, $c1984",1984,$a221 s. ;,221,BOOKS,$aEdícia energetickej literatúry,,slo,,,"$aHačunda, Peter",$aTechnické zariadenia na ochranu ovzdušia /,$a1. vyd.,"$aBratislava : $bAlfa, $c1984",1984,$a221 s. :,221,BOOKS,$aEdícia energetickej literatúry,,slo,real
caslin.SKC01-000843183 caslin.SKC01-009786171,$zcnb000005089,,$aÚstav československých a světových dějin (Československá akademie věd) $7ko2004231844,$aSborník k dějinám 19. a 20. století. $n8,,"$aPraha : $bÚstav československých a světových dějin ČSAV, $c1982",1982,$a354 s.,354,BOOKS,,,cze,,,,"$aSborník k dějinám 19. a 20. století. $n8 , $pMateriály k politickým, hospodářským a sociálním dějinám Československa v letech 1929-1939 /",$aVydání první,"$aPraha : $bÚstav československých a světových dějin ČSAV, oddělení novověkých československých dějin, $c1982.",1982,$a354 stran.,354,BOOKS,,,cze,probable
mkstrak.69943 mkstrak.69944,$acnb002901898,$a9788025238868 $q(vázáno) :,,$aProtiklady : $bmoje první knihovnička,$aPrvní vydání,"$aPraha : $bEgmont Publishing, $c2017",2017,$a12 nečíslovaných stran :,12,BOOKS,$aDisney. Mickeyho klubík $$$aDisney Junior,,cze,$acnb002901898,$a9788025238868 $q(vázáno) :,,$aBarvy : $bmoje první knihovnička,$aPrvní vydání,"$aPraha : $bEgmont Publishing, $c2017",2017,$a12 nečíslovaných stran :,12,BOOKS,$aDisney. Mickeyho klubík $$$aDisney Junior,,cze,critical
mkstrak.73956 mkstrak.73957,$acnb003058126,$a9788025243442 $q(vázáno) :,"$aMartínez, Liliana",$aPrincezna : $bBella a báječný vynález /,$aPrvní vydání,"$aV Praze : $bEgmont, $c2018",2018,$a12 nečíslovaných stran :,12,BOOKS,$aMoje první knihovnička,,cze,$acnb003058126,$a9788025243442 $q(vázáno) :,"$aMartínez, Liliana",$aPrincezna : $bPopelka a nejkrásnější šaty /,$aPrvní vydání,"$aV Praze : $bEgmont, $c2018",2018,$a12 nečíslovaných stran :,12,BOOKS,$aMoje první knihovnička,,cze,critical
cbvk.CbvkUsCat*0406956 cbvk.CbvkUsCat*0407069,,,$aPolymerní kompozity (konference) $7kn20110720012,$aPolymer Composites ... $bmezinárodní konference : Západočeská univerzita v Plzni ...,,"$aPlzeň : $bZápadočeská univerzita v Plzni, $c2010-",2010,$a   CD-ROM ;,,"OTHER_COMPUTER_CARRIER, PERIODICALS",,,cze,,,,$aPolymer Composites ... : $bmezinárodní konference : Západočeská univerzita v Plzni ...,,$aPlzeň : $bZápadočeská univerzita v Plzni,2010,,,"OTHER_COMPUTER_CARRIER, PERIODICALS",,,cze,uncategorized
geobibline.990014269790106986 geobibline.990014269610106986,,,$aKartografie Praha (firma) $7kn20010724363,"$aHydrogeologická mapa Směrného vodohospodářského plánu ČSR. $n01, $pVejprty $bbilanční příloha /",,"$aPraha : $bKartografie, $c1975",1975,$a1 mapa :,1,MAPS,,,cze,,,$aKartografie Praha (firma) $7kn20010724363,"$aHydrogeologická mapa Směrného vodohospodářského plánu ČSR. $n01, $pVejprty",,"$aPraha : $bKartografie, $c1975",1975,$a1 mapa :,1,MAPS,,,cze,set
mkhorice.357db8f9-df94-4339-88c9-4f445fd8caca mkhorice.66f04de3-cc6f-4bd0-9844-b6083340ebac,$acnb001277657,$q(Váz.),"$aPoche, Emanuel $cPhDr. $d1903-1987",$aUmělecké památky Čech : K / O $nSvazek druhý.,$aVyd. 1.,"$aPraha : $bAcademia, $c1977-1982",1977,$a4 sv. :,4,BOOKS,,,cze,$acnb001277657,$q(Váz.),"$aPoche, Emanuel $cPhDr. $d1903-1987",$aUmělecké památky Čech : A / J $bSvazek první.,$aVyd. 1.,"$aPraha : $bAcademia, $c1977-1982",1977,$a4 sv. :,4,BOOKS,,,cze,hybrid
vfu.oai:485 vfu.oai:337,,$a(brož.) :,"$aKubíček, Karel, $d1933- $7xx0140070",$aTepelná bilance a větrání stájí : $bvýpočet a posuzování /,,"$aBrno : $bEdiční středisko VŠV, $c1978",1978,$a54 s. :,54,BOOKS,,,cze,,$a(brož.),"$aKubíček, Karel, $d1933- $7xx0140070",$aTepelná bilance a větrání stájí : $bPřílohy /,,"$aBrno : $bEdiční středisko VŠV, $c1978",1978,$a51 s. :,51,BOOKS,,,cze,set
svkhk.HKA01-000187278 svkhk.HKA01-000039390,,,"$aNěmečková, Věra, $d1950- $7jo2003170257","$aNerealizované návrhy československých papírových platidel 1918-1988 : $brozšířená příloha ""Sběratelských zpráv"" /",,"$aHradec Králové : $bČeská numismatická společnost, pobočka v Hradci Králové, $c1991",1991,$a102 s. :,102,BOOKS,,$iMonografická příl. k periodiku: $tSběratelské zprávy $x0231-9500 $gč. 66 (1991),cze,,,"$aNěmečková, Věra, $d1950- $7jo2003170257",$aNerealizované návrhy československých papírových platidel 1918-1988 : $bvýstavní katalog /,,"$aHradec Králové : $bMuzeum východních Čech : $bČeskoslovenská numismatická společnost, pobočka ; $aPraha : $bStátní banka československá, $c1991",1991,$a102 s.,102,BOOKS,,,cze,probable
muzibib.KNA01-001983383 muzibib.KNA01-001969491,,,"$aVít, Petr, $d1944- $7xx0106542",$aMěsto v české kultuře 19. století /,,,1985,,,ARTICLES,,$iRecenze na: $tMěsto v české kultuře 19. století $dPraha 1983 $4sborník,cze,,,"$aBužga, Jaroslav, $d1930- $7jk01020475",$aMěsto v české kultuře 19. století /,,,1982,,,ARTICLES,,,cze,distinct
mzk.MZK01-000597731 mzk.MZK01-000716623,$acnb000448368,,"$aJefremov, Ivan Antonovič, $d1907-1972 $7ola2003169643",$aSedm podivuhodných příběhů /,$a2. vyd. v SNDK,"$aPraha : $bStátní nakladatelství dětské knihy, $c1968",1968,"$a168, [3] s. :",168,BOOKS,,,cze,$acnb000448368,,"$aJefremov, Ivan Antonovič, $d1907-1972 $7ola2003169643",$a7 podivuhodných příběhů : $bpro čtenáře od 12 let /,$a2. vydání v SNDK,"$aPraha : $bStátní nakladatelství dětské knihy, $c1968",1968,"$a168 s., obr. příl.",168,BOOKS,,,cze,real
czhistbib.780bac93-c28d-41b7-b9f7-8128c53490e3 czhistbib.8281debb-b4bc-45cb-b538-acd8d321b7f3,,,,$aSborník museálnej slovenskej spoločnosti.,,$c1905,1905,,,PERIODICALS,,,slo,,,,$aSborník Museálnej slovenskej spoločnosti.,,$c1905,1905,,,PERIODICALS,,,slo,probable
svkpk.PNA01-000038832 svkpk.PNA01-000279803,$acnb001037186,$a13354531,,$aTrucker : $bFernfahrer Magazin : časopis diaĺkových vodičov,,"$aBratislava : $bArttep, $c[1991]-",1991,,,PERIODICALS,,,slo,,$a13354531,,$aTrucker : $bfernfahrer Magazin,,$aBratislava : $bTransport $c2006-,2006,,,PERIODICALS,,,cze,critical
cbvk.CbvkUsCat*s0004151 cbvk.CbvkUsCat*s0004152,$acnb000785295,$a12122637,,"$aNové byty, domy a pozemky : $bkatalog Praha a střední Čechy : volná příloha časopisu Střecha nad hlavou",,"$aPraha : $bROOF, $c[1999-2005]",1999,,,PERIODICALS,,,cze,,$a12127035,,"$aNové byty, domy a pozemky",,"$aPraha : $bROOF, $c2004-2006",2004,$a   sv.,,PERIODICALS,,,cze,probable
nkp.NKC01-000180328 nkp.NKC01-001031238,,$a80-7150-143-3 $q(váz.),"$aThomas, Dave",$aJohnny Rotten /,$a1. vyd.,"$aBratislava : $bChampagne Avantgarde, $c1993",1993,$a95 s. :,95,BOOKS,$aJeho vlastními slovy ; $vSv. 7,,cze,,$a80-7150-143-3,"$aThomas, Dave",$aJohnny Rotten jeho vlastními slovy /,,"$aBratislava : $bChampagne Avantgarde, $c1993",1993,$a95 s. :,95,BOOKS,$aJejich vlastními slovy ; $vsv.7,,cze,real
svkpk.PNA01-000326590 svkpk.PNA01-000334202,$acnb001532052,,"$aBlažková, Lenka, $d1967- $7mzk2005286906",$aČesko-anglicko-německo-ruský slovník vstřikování plastů při výrobě světelné techniky v automobilovém průmyslu /,,"$aOstrava : $bMontanex, $c2005",2005,$a525 s.,525,BOOKS,$aJazykové a technické slovníky,,mul,$acnb001532052,$a80-7225-153-8 (brož.),"$aBlažková, Lenka, $d1967- $7mzk2005286906",$aČesko-anglicko-německo-ruský slovník vstřikování plastů při výrobě světelné techniky v automobilovém průmyslu /,,"$aOstrava : $bMontanex, $c2005",2005,$a525 s. ;,525,BOOKS,$aSlovníky $$$aJazykové a technické slovníky,,mul,real
kjm.KjmUsCat*30039131 kjm.KjmUsCat*71023992,,,,$aRock for people 2001 $bČeský Brod 5.-7.7. 2001,,"$aČR : $bBig Beng, $c2001",2001,$a1 zvuková deska (63:19) :,63,AUDIO_CD,,,cze,,,,$aRock for people 2001 $bČeský Brod 5.-7.7.,,"$a[ČR] : $b[Ameba production], $cp2001",2001,$a1 zvuková deska (63:19) :,63,AUDIO_CD,,,cze,real
bmc.1111597 bmc.1117182,,,"$aVoldřich, Miloš",$aFunkční otisk pro zhotovení celkové protézy /,,,1943,,,ARTICLES,,,cze,,,"$aVoldřich, Miloš",$aFunkční otisk pro zhotovení celkové protézy /,,,1943,,,ARTICLES,,,cze,real
knir.a7c49af9-9841-4a68-bcba-babac4f8c2cd knir.f501936d-c6a8-4bdc-ae1c-639257d87b01,$acnb001716327,$a978-80-7197-342-3 (brož.),$aKara $7mzk2007390429,$aDeník pána démonů : $bpříběh Lee Yun Hee. $n4 /,$a1. vyd.,"$aPraha : $bTalpress, $c2008",2008,$a180 s. :,180,OTHER_MICROFORMS,,,cze,$acnb001716327,$a978-80-7197-344-7 (brož.),$aKara $7mzk2007390429,$aDeník pána démonů : $bpříběh Lee Yun Hee. $n6 /,$a1. vyd.,"$aPraha : $bTalpress, $c2008",2008,$a180 s. :,180,OTHER_MICROFORMS,,,cze,hybrid
clp.czt000167304 clp.czt000167305,,$a978-3-96087-706-6,"$aKonečný, Jaromír, $d1956- $7js20020923017","$aLachen, liken, lieben : $b[elektronický zdroj] /",,"$aStuttgart : $bDigital Publishers GmbH, $c2019",2019,$a1 soubor epub,1,BOOKS,,,ger,,$a978-3-96087-944-2,"$aKonečný, Jaromír, $d1956- $7js20020923017","$aLachen, liken, lieben /",,"$aStuttgart : $bDigital Publishers GmbH, $c2019",2019,$a343 s. ;,343,BOOKS,,,ger,distinct
kfbz.8b4a9231-eb5e-447a-8615-dbcd6aed074f kfbz.c615e556-e4a1-4f86-8bea-c49fc92bfcb9,$acnb002410650,$a978-80-87631-28-7 (váz.),"$aSkácel, Jan, $d1922-1989 $7jk01111393",$aSetkání/Stretnutie $bpísně Dady Klementové zpívá Soňa Jány a hosté /,,"$a[Brumovice] : $bCarpe diem, $c2012",2012,$a1 zvuková deska (51:34) :,51,AUDIO_CD,,,cze,$acnb002410650,$a978-80-87631-28-7 (váz.),"$aSkácel, Jan, $d1922-1989 $7jk01111393",$aSetkání = $bStretnutie /,,"$a[Brumovice] : $bCarpe diem, $c2012",2012,$a[60] s. :,60,BOOKS,,,cze,critical
czhistbib.585f1168-3bcc-410a-924d-9a68d8379605 czhistbib.8298a64f-6794-472c-846c-a82aac53d440,,$a978-80-270-1058-5 $q(v knize neuvedeno ; $qvázáno),,$aBiskupství brněnské /,"$aDruhé, přepracované a doplněné vydání","$aBrno : $bBiskupství brněnské, $c2016",2016,$a173 stran :,173,BOOKS,,,cze,,$a978-80-270-1058-5 $q(v knize neuvedeno ; $qvázáno),,$aBiskupství brněnské,"$aDruhé, přepracované a doplněné vydání","$aBrno : $bBiskupství brněnské, $c2016",2016,$a173 stran :,173,BOOKS,,,cze,real
svkpk.PNA01-000283745 svkpk.PNA01-000341888,,,"$aJindřich, Jindřich, $d1876-1967 $7jk01051760",$aPísničky pro mládež pro 2-3-4 hlasý sbor $bvýběr ze školních zpěvníků /,$a1. vyd.,"$aPraha : $bOrbis, $c1951",1951,$a31 s.,31,MUSICAL_SCORES,$aZpěvem k srdci ; $vsv. 16,,cze,,,"$aJindřich, Jindřich, $d1876-1967 $7jk01051760",$aPísničky pro mládež pro 2-3-4 hlasý sbor $bvýběr ze školních zpěvníků /,$a1. vyd.,"$aPraha : $bOrbis, $c1951",1951,$a31 s.,31,MUSICAL_SCORES,$aZpěvem k srdci ; $vsv. 16,,cze,real
